unix,date,open,high,low,close,Volume USDT
1511136000000,2017-11-20,8057.11000000,9350.00000000,7801.00000000,9128.02000000,240238717.93883664
1510531200000,2017-11-13,5839.94000000,8123.15000000,5699.99000000,8038.00000000,146293856.48316984
1509926400000,2017-11-06,7345.10000000,7770.02000000,5325.01000000,5811.03000000,126612916.75463176
1509321600000,2017-10-30,6133.01000000,7590.25000000,6030.00000000,7345.01000000,79517426.53915779
1508716800000,2017-10-23,5975.00000000,6189.88000000,5286.98000000,6169.98000000,75229774.73890872
1508112000000,2017-10-16,5710.00000000,6171.00000000,5037.95000000,5950.02000000,69446644.86619962
1507507200000,2017-10-09,4640.00000000,5922.30000000,4550.00000000,5709.99000000,42038755.95644524
1506902400000,2017-10-02,4400.00000000,4658.00000000,4110.00000000,4640.00000000,20366578.25125568
1506297600000,2017-09-25,3660.02000000,4406.52000000,3653.69000000,4378.48000000,23750419.76839855
1505692800000,2017-09-18,3690.00000000,4123.20000000,3505.55000000,3660.02000000,22501242.65454204
1505088000000,2017-09-11,4153.62000000,4394.59000000,2817.00000000,3699.99000000,30026796.42861788
1504483200000,2017-09-04,4505.00000000,4788.59000000,3603.00000000,4130.37000000,27307824.36893929
1503878400000,2017-08-28,4310.01000000,4939.19000000,4124.54000000,4509.08000000,21581679.92866748
1503273600000,2017-08-21,4069.13000000,4453.91000000,3400.00000000,4310.01000000,18978983.50987317
1502668800000,2017-08-14,4261.48000000,4485.39000000,3850.00000000,4086.29000000,12021576.48265154
